mach,alpha_deg,protuberance,cd_power_off,CD_Power_On,CA_Power_Off,CA_Power_On,CN_Total,CP_Total
3.36,0,0.25,0.446,0.397,0.446,0.397,0,87.334
3.36,0,0.37,0.505,0.456,0.505,0.456,0,87.334
3.36,0,0.49,0.565,0.516,0.565,0.516,0,87.334
3.36,0,0.61,0.624,0.575,0.624,0.575,0,87.334
3.36,0,0.74,0.684,0.635,0.684,0.635,0,87.334
3.36,0,0.86,0.744,0.694,0.744,0.694,0,87.334
3.36,0,1,0.813,0.763,0.813,0.763,0,87.334
3.37,0,0,0.326,0.277,0.326,0.277,0,87.251
3.37,0,0.12,0.386,0.336,0.386,0.336,0,87.251
3.37,0,0.25,0.445,0.396,0.445,0.396,0,87.251
3.37,0,0.37,0.505,0.456,0.505,0.456,0,87.251
3.37,0,0.49,0.564,0.515,0.564,0.515,0,87.251
3.37,0,0.61,0.624,0.575,0.624,0.575,0,87.251
3.37,0,0.74,0.683,0.634,0.683,0.634,0,87.251
3.37,0,0.86,0.743,0.694,0.743,0.694,0,87.251
3.37,0,1,0.812,0.763,0.812,0.763,0,87.251
3.38,0,0,0.325,0.276,0.325,0.276,0,87.169
3.38,0,0.12,0.385,0.336,0.385,0.336,0,87.169
3.38,0,0.25,0.444,0.395,0.444,0.395,0,87.169
3.38,0,0.37,0.504,0.455,0.504,0.455,0,87.169
3.38,0,0.49,0.563,0.515,0.563,0.515,0,87.169
3.38,0,0.61,0.623,0.574,0.623,0.574,0,87.169
3.38,0,0.74,0.683,0.634,0.683,0.634,0,87.169
3.38,0,0.86,0.742,0.693,0.742,0.693,0,87.169
3.38,0,1,0.811,0.762,0.811,0.762,0,87.169
3.39,0,0,0.325,0.276,0.325,0.276,0,87.087
3.39,0,0.12,0.384,0.335,0.384,0.335,0,87.087
3.39,0,0.25,0.444,0.395,0.444,0.395,0,87.087
3.39,0,0.37,0.503,0.454,0.503,0.454,0,87.087
3.39,0,0.49,0.563,0.514,0.563,0.514,0,87.087
3.39,0,0.61,0.622,0.574,0.622,0.574,0,87.087
3.39,0,0.74,0.682,0.633,0.682,0.633,0,87.087
3.39,0,0.86,0.741,0.693,0.741,0.693,0,87.087
3.39,0,1,0.811,0.762,0.811,0.762,0,87.087
3.4,0,0,0.324,0.275,0.324,0.275,0,87.006
3.4,0,0.12,0.383,0.335,0.383,0.335,0,87.006
3.4,0,0.25,0.443,0.394,0.443,0.394,0,87.006
3.4,0,0.37,0.502,0.454,0.502,0.454,0,87.006
3.4,0,0.49,0.562,0.513,0.562,0.513,0,87.006
3.4,0,0.61,0.622,0.573,0.622,0.573,0,87.006
3.4,0,0.74,0.681,0.633,0.681,0.633,0,87.006
3.4,0,0.86,0.741,0.692,0.741,0.692,0,87.006
3.4,0,1,0.81,0.761,0.81,0.761,0,87.006
3.41,0,0,0.323,0.275,0.323,0.275,0,86.924
3.41,0,0.12,0.383,0.334,0.383,0.334,0,86.924
3.41,0,0.25,0.442,0.394,0.442,0.394,0,86.924
3.41,0,0.37,0.502,0.453,0.502,0.453,0,86.924
3.41,0,0.49,0.561,0.513,0.561,0.513,0,86.924
3.41,0,0.61,0.621,0.572,0.621,0.572,0,86.924
3.41,0,0.74,0.681,0.632,0.681,0.632,0,86.924
3.41,0,0.86,0.74,0.692,0.74,0.692,0,86.924
3.41,0,1,0.809,0.761,0.809,0.761,0,86.924
3.42,0,0,0.322,0.274,0.322,0.274,0,86.842
3.42,0,0.12,0.382,0.334,0.382,0.334,0,86.842
3.42,0,0.25,0.441,0.393,0.441,0.393,0,86.842
3.42,0,0.37,0.501,0.453,0.501,0.453,0,86.842
3.42,0,0.49,0.561,0.512,0.561,0.512,0,86.842
3.42,0,0.61,0.62,0.572,0.62,0.572,0,86.842
3.42,0,0.74,0.68,0.632,0.68,0.632,0,86.842
3.42,0,0.86,0.739,0.691,0.739,0.691,0,86.842
3.42,0,1,0.809,0.76,0.809,0.76,0,86.842
3.43,0,0,0.322,0.273,0.322,0.273,0,86.76
3.43,0,0.12,0.381,0.333,0.381,0.333,0,86.76
3.43,0,0.25,0.441,0.393,0.441,0.393,0,86.76
3.43,0,0.37,0.5,0.452,0.5,0.452,0,86.76
3.43,0,0.49,0.56,0.512,0.56,0.512,0,86.76
3.43,0,0.61,0.62,0.571,0.62,0.571,0,86.76
3.43,0,0.74,0.679,0.631,0.679,0.631,0,86.76
3.43,0,0.86,0.739,0.691,0.739,0.691,0,86.76
3.43,0,1,0.808,0.76,0.808,0.76,0,86.76
3.44,0,0,0.321,0.273,0.321,0.273,0,86.679
3.44,0,0.12,0.38,0.333,0.38,0.333,0,86.679
3.44,0,0.25,0.44,0.392,0.44,0.392,0,86.679
3.44,0,0.37,0.5,0.452,0.5,0.452,0,86.679
3.44,0,0.49,0.559,0.511,0.559,0.511,0,86.679
3.44,0,0.61,0.619,0.571,0.619,0.571,0,86.679
3.44,0,0.74,0.678,0.631,0.678,0.631,0,86.679
3.44,0,0.86,0.738,0.69,0.738,0.69,0,86.679
3.44,0,1,0.807,0.759,0.807,0.759,0,86.679
3.45,0,0,0.32,0.272,0.32,0.272,0,86.597
3.45,0,0.12,0.38,0.332,0.38,0.332,0,86.597
3.45,0,0.25,0.439,0.392,0.439,0.392,0,86.597
3.45,0,0.37,0.499,0.451,0.499,0.451,0,86.597
3.45,0,0.49,0.559,0.511,0.559,0.511,0,86.597
3.45,0,0.61,0.618,0.57,0.618,0.57,0,86.597
3.45,0,0.74,0.678,0.63,0.678,0.63,0,86.597
3.45,0,0.86,0.737,0.69,0.737,0.69,0,86.597
3.45,0,1,0.806,0.759,0.806,0.759,0,86.597
3.46,0,0,0.319,0.272,0.319,0.272,0,86.516
3.46,0,0.12,0.379,0.331,0.379,0.331,0,86.516
3.46,0,0.25,0.439,0.391,0.439,0.391,0,86.516
3.46,0,0.37,0.498,0.451,0.498,0.451,0,86.516
3.46,0,0.49,0.558,0.51,0.558,0.51,0,86.516
3.46,0,0.61,0.617,0.57,0.617,0.57,0,86.516
3.46,0,0.74,0.677,0.63,0.677,0.63,0,86.516
3.46,0,0.86,0.737,0.689,0.737,0.689,0,86.516
3.46,0,1,0.806,0.758,0.806,0.758,0,86.516
3.47,0,0,0.319,0.271,0.319,0.271,0,86.435
3.47,0,0.12,0.378,0.331,0.378,0.331,0,86.435
3.47,0,0.25,0.438,0.391,0.438,0.391,0,86.435
3.47,0,0.37,0.498,0.45,0.498,0.45,0,86.435
3.47,0,0.49,0.557,0.51,0.557,0.51,0,86.435
3.47,0,0.61,0.617,0.569,0.617,0.569,0,86.435
3.47,0,0.74,0.676,0.629,0.676,0.629,0,86.435
3.47,0,0.86,0.736,0.689,0.736,0.689,0,86.435
3.47,0,1,0.805,0.758,0.805,0.758,0,86.435
3.48,0,0,0.318,0.271,0.318,0.271,0,86.353
3.48,0,0.12,0.378,0.33,0.378,0.33,0,86.353
3.48,0,0.25,0.437,0.39,0.437,0.39,0,86.353
3.48,0,0.37,0.497,0.45,0.497,0.45,0,86.353
3.48,0,0.49,0.556,0.509,0.556,0.509,0,86.353
3.48,0,0.61,0.616,0.569,0.616,0.569,0,86.353
3.48,0,0.74,0.676,0.629,0.676,0.629,0,86.353
3.48,0,0.86,0.735,0.688,0.735,0.688,0,86.353
3.48,0,1,0.804,0.757,0.804,0.757,0,86.353
3.49,0,0,0.317,0.27,0.317,0.27,0,86.272
3.49,0,0.12,0.377,0.33,0.377,0.33,0,86.272
3.49,0,0.25,0.437,0.389,0.437,0.389,0,86.272
3.49,0,0.37,0.496,0.449,0.496,0.449,0,86.272
3.49,0,0.49,0.556,0.509,0.556,0.509,0,86.272
3.49,0,0.61,0.615,0.568,0.615,0.568,0,86.272
3.49,0,0.74,0.675,0.628,0.675,0.628,0,86.272
3.49,0,0.86,0.735,0.688,0.735,0.688,0,86.272
3.49,0,1,0.804,0.757,0.804,0.757,0,86.272
3.5,0,0,0.317,0.27,0.317,0.27,0,86.191
3.5,0,0.12,0.376,0.329,0.376,0.329,0,86.191
3.5,0,0.25,0.436,0.389,0.436,0.389,0,86.191
3.5,0,0.37,0.495,0.449,0.495,0.449,0,86.191
3.5,0,0.49,0.555,0.508,0.555,0.508,0,86.191
3.5,0,0.61,0.615,0.568,0.615,0.568,0,86.191
3.5,0,0.74,0.674,0.628,0.674,0.628,0,86.191
3.5,0,0.86,0.734,0.687,0.734,0.687,0,86.191
3.5,0,1,0.803,0.756,0.803,0.756,0,86.191
3.51,0,0,0.316,0.269,0.316,0.269,0,86.11
3.51,0,0.12,0.375,0.329,0.375,0.329,0,86.11
3.51,0,0.25,0.435,0.388,0.435,0.388,0,86.11
3.51,0,0.37,0.495,0.448,0.495,0.448,0,86.11
3.51,0,0.49,0.554,0.508,0.554,0.508,0,86.11
3.51,0,0.61,0.614,0.567,0.614,0.567,0,86.11
3.51,0,0.74,0.674,0.627,0.674,0.627,0,86.11
3.51,0,0.86,0.733,0.687,0.733,0.687,0,86.11
3.51,0,1,0.803,0.756,0.803,0.756,0,86.11
3.52,0,0,0.315,0.269,0.315,0.269,0,86.029
3.52,0,0.12,0.375,0.328,0.375,0.328,0,86.029
3.52,0,0.25,0.434,0.388,0.434,0.388,0,86.029
3.52,0,0.37,0.494,0.448,0.494,0.448,0,86.029
3.52,0,0.49,0.554,0.507,0.554,0.507,0,86.029
3.52,0,0.61,0.613,0.567,0.613,0.567,0,86.029
3.52,0,0.74,0.673,0.627,0.673,0.627,0,86.029
3.52,0,0.86,0.733,0.686,0.733,0.686,0,86.029
3.52,0,1,0.802,0.755,0.802,0.755,0,86.029
3.53,0,0,0.314,0.268,0.314,0.268,0,85.948
3.53,0,0.12,0.374,0.328,0.374,0.328,0,85.948
3.53,0,0.25,0.434,0.387,0.434,0.387,0,85.948
3.53,0,0.37,0.493,0.447,0.493,0.447,0,85.948
3.53,0,0.49,0.553,0.507,0.553,0.507,0,85.948
3.53,0,0.61,0.613,0.566,0.613,0.566,0,85.948
3.53,0,0.74,0.672,0.626,0.672,0.626,0,85.948
3.53,0,0.86,0.732,0.686,0.732,0.686,0,85.948
3.53,0,1,0.801,0.755,0.801,0.755,0,85.948
3.54,0,0,0.314,0.268,0.314,0.268,0,85.867
3.54,0,0.12,0.373,0.327,0.373,0.327,0,85.867
3.54,0,0.25,0.433,0.387,0.433,0.387,0,85.867
3.54,0,0.37,0.493,0.447,0.493,0.447,0,85.867
3.54,0,0.49,0.552,0.506,0.552,0.506,0,85.867
3.54,0,0.61,0.612,0.566,0.612,0.566,0,85.867
3.54,0,0.74,0.672,0.626,0.672,0.626,0,85.867
3.54,0,0.86,0.731,0.685,0.731,0.685,0,85.867
3.54,0,1,0.801,0.754,0.801,0.754,0,85.867
3.55,0,0,0.313,0.267,0.313,0.267,0,85.787
3.55,0,0.12,0.373,0.327,0.373,0.327,0,85.787
3.55,0,0.25,0.432,0.386,0.432,0.386,0,85.787
3.55,0,0.37,0.492,0.446,0.492,0.446,0,85.787
3.55,0,0.49,0.552,0.506,0.552,0.506,0,85.787
3.55,0,0.61,0.611,0.565,0.611,0.565,0,85.787
3.55,0,0.74,0.671,0.625,0.671,0.625,0,85.787
3.55,0,0.86,0.731,0.685,0.731,0.685,0,85.787
3.55,0,1,0.8,0.754,0.8,0.754,0,85.787
3.56,0,0,0.312,0.267,0.312,0.267,0,85.706
3.56,0,0.12,0.372,0.326,0.372,0.326,0,85.706
3.56,0,0.25,0.432,0.386,0.432,0.386,0,85.706
3.56,0,0.37,0.491,0.446,0.491,0.446,0,85.706
3.56,0,0.49,0.551,0.505,0.551,0.505,0,85.706
3.56,0,0.61,0.611,0.565,0.611,0.565,0,85.706
3.56,0,0.74,0.67,0.625,0.67,0.625,0,85.706
3.56,0,0.86,0.73,0.684,0.73,0.684,0,85.706
3.56,0,1,0.799,0.753,0.799,0.753,0,85.706
3.57,0,0,0.312,0.266,0.312,0.266,0,85.625
3.57,0,0.12,0.371,0.326,0.371,0.326,0,85.625
3.57,0,0.25,0.431,0.385,0.431,0.385,0,85.625
3.57,0,0.37,0.491,0.445,0.491,0.445,0,85.625
3.57,0,0.49,0.55,0.505,0.55,0.505,0,85.625
3.57,0,0.61,0.61,0.564,0.61,0.564,0,85.625
3.57,0,0.74,0.67,0.624,0.67,0.624,0,85.625
3.57,0,0.86,0.729,0.684,0.729,0.684,0,85.625
3.57,0,1,0.799,0.753,0.799,0.753,0,85.625
3.58,0,0,0.311,0.266,0.311,0.266,0,85.545
3.58,0,0.12,0.371,0.325,0.371,0.325,0,85.545
3.58,0,0.25,0.43,0.385,0.43,0.385,0,85.545
3.58,0,0.37,0.49,0.445,0.49,0.445,0,85.545
3.58,0,0.49,0.55,0.504,0.55,0.504,0,85.545
3.58,0,0.61,0.609,0.564,0.609,0.564,0,85.545
3.58,0,0.74,0.669,0.624,0.669,0.624,0,85.545
3.58,0,0.86,0.729,0.683,0.729,0.683,0,85.545
3.58,0,1,0.798,0.753,0.798,0.753,0,85.545
3.59,0,0,0.31,0.265,0.31,0.265,0,85.465
3.59,0,0.12,0.37,0.325,0.37,0.325,0,85.465
3.59,0,0.25,0.43,0.384,0.43,0.384,0,85.465
3.59,0,0.37,0.489,0.444,0.489,0.444,0,85.465
3.59,0,0.49,0.549,0.504,0.549,0.504,0,85.465
3.59,0,0.61,0.609,0.563,0.609,0.563,0,85.465
3.59,0,0.74,0.668,0.623,0.668,0.623,0,85.465
3.59,0,0.86,0.728,0.683,0.728,0.683,0,85.465
3.59,0,1,0.797,0.752,0.797,0.752,0,85.465
3.6,0,0,0.31,0.264,0.31,0.264,0,85.384
3.6,0,0.12,0.369,0.324,0.369,0.324,0,85.384
3.6,0,0.25,0.429,0.384,0.429,0.384,0,85.384
3.6,0,0.37,0.489,0.444,0.489,0.444,0,85.384
3.6,0,0.49,0.548,0.503,0.548,0.503,0,85.384
3.6,0,0.61,0.608,0.563,0.608,0.563,0,85.384
3.6,0,0.74,0.668,0.623,0.668,0.623,0,85.384
3.6,0,0.86,0.727,0.682,0.727,0.682,0,85.384
3.6,0,1,0.797,0.752,0.797,0.752,0,85.384
3.61,0,0,0.309,0.264,0.309,0.264,0,85.304
3.61,0,0.12,0.369,0.324,0.369,0.324,0,85.304
3.61,0,0.25,0.428,0.383,0.428,0.383,0,85.304
3.61,0,0.37,0.488,0.443,0.488,0.443,0,85.304
3.61,0,0.49,0.548,0.503,0.548,0.503,0,85.304
3.61,0,0.61,0.607,0.563,0.607,0.563,0,85.304
3.61,0,0.74,0.667,0.622,0.667,0.622,0,85.304
3.61,0,0.86,0.727,0.682,0.727,0.682,0,85.304
3.61,0,1,0.796,0.751,0.796,0.751,0,85.304
3.62,0,0,0.308,0.263,0.308,0.263,0,85.224
3.62,0,0.12,0.368,0.323,0.368,0.323,0,85.224
3.62,0,0.25,0.428,0.383,0.428,0.383,0,85.224
3.62,0,0.37,0.487,0.443,0.487,0.443,0,85.224
3.62,0,0.49,0.547,0.502,0.547,0.502,0,85.224
3.62,0,0.61,0.607,0.562,0.607,0.562,0,85.224
3.62,0,0.74,0.666,0.622,0.666,0.622,0,85.224
3.62,0,0.86,0.726,0.681,0.726,0.681,0,85.224
3.62,0,1,0.795,0.751,0.795,0.751,0,85.224
3.63,0,0,0.308,0.263,0.308,0.263,0,85.144
3.63,0,0.12,0.367,0.323,0.367,0.323,0,85.144
3.63,0,0.25,0.427,0.382,0.427,0.382,0,85.144
3.63,0,0.37,0.487,0.442,0.487,0.442,0,85.144
3.63,0,0.49,0.546,0.502,0.546,0.502,0,85.144
3.63,0,0.61,0.606,0.562,0.606,0.562,0,85.144
3.63,0,0.74,0.666,0.621,0.666,0.621,0,85.144
3.63,0,0.86,0.726,0.681,0.726,0.681,0,85.144
3.63,0,1,0.795,0.75,0.795,0.75,0,85.144
3.64,0,0,0.307,0.263,0.307,0.263,0,85.064
3.64,0,0.12,0.367,0.322,0.367,0.322,0,85.064
3.64,0,0.25,0.426,0.382,0.426,0.382,0,85.064
3.64,0,0.37,0.486,0.442,0.486,0.442,0,85.064
3.64,0,0.49,0.546,0.501,0.546,0.501,0,85.064
3.64,0,0.61,0.605,0.561,0.605,0.561,0,85.064
3.64,0,0.74,0.665,0.621,0.665,0.621,0,85.064
3.64,0,0.86,0.725,0.681,0.725,0.681,0,85.064
3.64,0,1,0.794,0.75,0.794,0.75,0,85.064
3.65,0,0,0.306,0.262,0.306,0.262,0,84.984
3.65,0,0.12,0.366,0.322,0.366,0.322,0,84.984
3.65,0,0.25,0.426,0.381,0.426,0.381,0,84.984
3.65,0,0.37,0.485,0.441,0.485,0.441,0,84.984
3.65,0,0.49,0.545,0.501,0.545,0.501,0,84.984
3.65,0,0.61,0.605,0.561,0.605,0.561,0,84.984
3.65,0,0.74,0.665,0.62,0.665,0.62,0,84.984
3.65,0,0.86,0.724,0.68,0.724,0.68,0,84.984
3.65,0,1,0.794,0.749,0.794,0.749,0,84.984
3.66,0,0,0.306,0.262,0.306,0.262,0,84.904
3.66,0,0.12,0.365,0.321,0.365,0.321,0,84.904
3.66,0,0.25,0.425,0.381,0.425,0.381,0,84.904
3.66,0,0.37,0.485,0.441,0.485,0.441,0,84.904
3.66,0,0.49,0.544,0.5,0.544,0.5,0,84.904
3.66,0,0.61,0.604,0.56,0.604,0.56,0,84.904
3.66,0,0.74,0.664,0.62,0.664,0.62,0,84.904
3.66,0,0.86,0.724,0.68,0.724,0.68,0,84.904
3.66,0,1,0.793,0.749,0.793,0.749,0,84.904
3.67,0,0,0.305,0.261,0.305,0.261,0,84.825
3.67,0,0.12,0.365,0.321,0.365,0.321,0,84.825
3.67,0,0.25,0.424,0.381,0.424,0.381,0,84.825
3.67,0,0.37,0.484,0.44,0.484,0.44,0,84.825
3.67,0,0.49,0.544,0.5,0.544,0.5,0,84.825
3.67,0,0.61,0.604,0.56,0.604,0.56,0,84.825
3.67,0,0.74,0.663,0.619,0.663,0.619,0,84.825
3.67,0,0.86,0.723,0.679,0.723,0.679,0,84.825
3.67,0,1,0.792,0.748,0.792,0.748,0,84.825
3.68,0,0,0.304,0.261,0.304,0.261,0,84.745
3.68,0,0.12,0.364,0.32,0.364,0.32,0,84.745
3.68,0,0.25,0.424,0.38,0.424,0.38,0,84.745
3.68,0,0.37,0.483,0.44,0.483,0.44,0,84.745
3.68,0,0.49,0.543,0.5,0.543,0.5,0,84.745
3.68,0,0.61,0.603,0.559,0.603,0.559,0,84.745
3.68,0,0.74,0.663,0.619,0.663,0.619,0,84.745
3.68,0,0.86,0.722,0.679,0.722,0.679,0,84.745
3.68,0,1,0.792,0.748,0.792,0.748,0,84.745
3.69,0,0,0.304,0.26,0.304,0.26,0,84.666
3.69,0,0.12,0.363,0.32,0.363,0.32,0,84.666
3.69,0,0.25,0.423,0.38,0.423,0.38,0,84.666
3.69,0,0.37,0.483,0.439,0.483,0.439,0,84.666
3.69,0,0.49,0.543,0.499,0.543,0.499,0,84.666
3.69,0,0.61,0.602,0.559,0.602,0.559,0,84.666
3.69,0,0.74,0.662,0.619,0.662,0.619,0,84.666
3.69,0,0.86,0.722,0.678,0.722,0.678,0,84.666
3.69,0,1,0.791,0.748,0.791,0.748,0,84.666
3.7,0,0,0.303,0.26,0.303,0.26,0,84.586
3.7,0,0.12,0.363,0.319,0.363,0.319,0,84.586
3.7,0,0.25,0.422,0.379,0.422,0.379,0,84.586
3.7,0,0.37,0.482,0.439,0.482,0.439,0,84.586
3.7,0,0.49,0.542,0.499,0.542,0.499,0,84.586
3.7,0,0.61,0.602,0.558,0.602,0.558,0,84.586
3.7,0,0.74,0.661,0.618,0.661,0.618,0,84.586
3.7,0,0.86,0.721,0.678,0.721,0.678,0,84.586
3.7,0,1,0.79,0.747,0.79,0.747,0,84.586
3.71,0,0,0.302,0.259,0.302,0.259,0,84.507
3.71,0,0.12,0.362,0.319,0.362,0.319,0,84.507
3.71,0,0.25,0.422,0.379,0.422,0.379,0,84.507
3.71,0,0.37,0.481,0.438,0.481,0.438,0,84.507
3.71,0,0.49,0.541,0.498,0.541,0.498,0,84.507
3.71,0,0.61,0.601,0.558,0.601,0.558,0,84.507
3.71,0,0.74,0.661,0.618,0.661,0.618,0,84.507
3.71,0,0.86,0.721,0.677,0.721,0.677,0,84.507
3.71,0,1,0.79,0.747,0.79,0.747,0,84.507
3.72,0,0,0.302,0.259,0.302,0.259,0,84.428
3.72,0,0.12,0.361,0.318,0.361,0.318,0,84.428
3.72,0,0.25,0.421,0.378,0.421,0.378,0,84.428
3.72,0,0.37,0.481,0.438,0.481,0.438,0,84.428
3.72,0,0.49,0.541,0.498,0.541,0.498,0,84.428
3.72,0,0.61,0.6,0.557,0.6,0.557,0,84.428
3.72,0,0.74,0.66,0.617,0.66,0.617,0,84.428
3.72,0,0.86,0.72,0.677,0.72,0.677,0,84.428
3.72,0,1,0.789,0.746,0.789,0.746,0,84.428
3.73,0,0,0.301,0.258,0.301,0.258,0,84.348
3.73,0,0.12,0.361,0.318,0.361,0.318,0,84.348
3.73,0,0.25,0.42,0.378,0.42,0.378,0,84.348
3.73,0,0.37,0.48,0.437,0.48,0.437,0,84.348
3.73,0,0.49,0.54,0.497,0.54,0.497,0,84.348
3.73,0,0.61,0.6,0.557,0.6,0.557,0,84.348
3.73,0,0.74,0.66,0.617,0.66,0.617,0,84.348
3.73,0,0.86,0.719,0.677,0.719,0.677,0,84.348
3.73,0,1,0.789,0.746,0.789,0.746,0,84.348
3.74,0,0,0.3,0.258,0.3,0.258,0,84.269
3.74,0,0.12,0.36,0.317,0.36,0.317,0,84.269
3.74,0,0.25,0.42,0.377,0.42,0.377,0,84.269
3.74,0,0.37,0.48,0.437,0.48,0.437,0,84.269
3.74,0,0.49,0.539,0.497,0.539,0.497,0,84.269
3.74,0,0.61,0.599,0.557,0.599,0.557,0,84.269
3.74,0,0.74,0.659,0.616,0.659,0.616,0,84.269
3.74,0,0.86,0.719,0.676,0.719,0.676,0,84.269
3.74,0,1,0.788,0.745,0.788,0.745,0,84.269
3.75,0,0,0.3,0.257,0.3,0.257,0,84.19
3.75,0,0.12,0.359,0.317,0.359,0.317,0,84.19
3.75,0,0.25,0.419,0.377,0.419,0.377,0,84.19
3.75,0,0.37,0.479,0.437,0.479,0.437,0,84.19
3.75,0,0.49,0.539,0.496,0.539,0.496,0,84.19
3.75,0,0.61,0.598,0.556,0.598,0.556,0,84.19
3.75,0,0.74,0.658,0.616,0.658,0.616,0,84.19
3.75,0,0.86,0.718,0.676,0.718,0.676,0,84.19
3.75,0,1,0.787,0.745,0.787,0.745,0,84.19
3.76,0,0,0.299,0.257,0.299,0.257,0,84.111
3.76,0,0.12,0.359,0.317,0.359,0.317,0,84.111
3.76,0,0.25,0.419,0.376,0.419,0.376,0,84.111
3.76,0,0.37,0.478,0.436,0.478,0.436,0,84.111
3.76,0,0.49,0.538,0.496,0.538,0.496,0,84.111
3.76,0,0.61,0.598,0.556,0.598,0.556,0,84.111
3.76,0,0.74,0.658,0.615,0.658,0.615,0,84.111
3.76,0,0.86,0.717,0.675,0.717,0.675,0,84.111
3.76,0,1,0.787,0.745,0.787,0.745,0,84.111
3.77,0,0,0.298,0.256,0.298,0.256,0,84.033
3.77,0,0.12,0.358,0.316,0.358,0.316,0,84.033
3.77,0,0.25,0.418,0.376,0.418,0.376,0,84.033
3.77,0,0.37,0.478,0.436,0.478,0.436,0,84.033
3.77,0,0.49,0.537,0.495,0.537,0.495,0,84.033
3.77,0,0.61,0.597,0.555,0.597,0.555,0,84.033
3.77,0,0.74,0.657,0.615,0.657,0.615,0,84.033
3.77,0,0.86,0.717,0.675,0.717,0.675,0,84.033
3.77,0,1,0.786,0.744,0.786,0.744,0,84.033
3.78,0,0,0.298,0.256,0.298,0.256,0,83.954
3.78,0,0.12,0.357,0.316,0.357,0.316,0,83.954
3.78,0,0.25,0.417,0.375,0.417,0.375,0,83.954
3.78,0,0.37,0.477,0.435,0.477,0.435,0,83.954
3.78,0,0.49,0.537,0.495,0.537,0.495,0,83.954
3.78,0,0.61,0.597,0.555,0.597,0.555,0,83.954
3.78,0,0.74,0.656,0.615,0.656,0.615,0,83.954
3.78,0,0.86,0.716,0.674,0.716,0.674,0,83.954
3.78,0,1,0.786,0.744,0.786,0.744,0,83.954
3.79,0,0,0.297,0.255,0.297,0.255,0,83.875
3.79,0,0.12,0.357,0.315,0.357,0.315,0,83.875
3.79,0,0.25,0.417,0.375,0.417,0.375,0,83.875
3.79,0,0.37,0.476,0.435,0.476,0.435,0,83.875
3.79,0,0.49,0.536,0.495,0.536,0.495,0,83.875
3.79,0,0.61,0.596,0.554,0.596,0.554,0,83.875
3.79,0,0.74,0.656,0.614,0.656,0.614,0,83.875
3.79,0,0.86,0.716,0.674,0.716,0.674,0,83.875
3.79,0,1,0.785,0.743,0.785,0.743,0,83.875
3.8,0,0,0.296,0.255,0.296,0.255,0,83.797
3.8,0,0.12,0.356,0.315,0.356,0.315,0,83.797
3.8,0,0.25,0.416,0.375,0.416,0.375,0,83.797
3.8,0,0.37,0.476,0.434,0.476,0.434,0,83.797
3.8,0,0.49,0.536,0.494,0.536,0.494,0,83.797
3.8,0,0.61,0.595,0.554,0.595,0.554,0,83.797
3.8,0,0.74,0.655,0.614,0.655,0.614,0,83.797
3.8,0,0.86,0.715,0.674,0.715,0.674,0,83.797
3.8,0,1,0.784,0.743,0.784,0.743,0,83.797
3.81,0,0,0.296,0.254,0.296,0.254,0,83.718
3.81,0,0.12,0.356,0.314,0.356,0.314,0,83.718
3.81,0,0.25,0.415,0.374,0.415,0.374,0,83.718
3.81,0,0.37,0.475,0.434,0.475,0.434,0,83.718
3.81,0,0.49,0.535,0.494,0.535,0.494,0,83.718
3.81,0,0.61,0.595,0.553,0.595,0.553,0,83.718
3.81,0,0.74,0.655,0.613,0.655,0.613,0,83.718
3.81,0,0.86,0.714,0.673,0.714,0.673,0,83.718
3.81,0,1,0.784,0.742,0.784,0.742,0,83.718
3.82,0,0,0.295,0.254,0.295,0.254,0,83.64
3.82,0,0.12,0.355,0.314,0.355,0.314,0,83.64
3.82,0,0.25,0.415,0.374,0.415,0.374,0,83.64
3.82,0,0.37,0.475,0.433,0.475,0.433,0,83.64
3.82,0,0.49,0.534,0.493,0.534,0.493,0,83.64
3.82,0,0.61,0.594,0.553,0.594,0.553,0,83.64
3.82,0,0.74,0.654,0.613,0.654,0.613,0,83.64
3.82,0,0.86,0.714,0.673,0.714,0.673,0,83.64
3.82,0,1,0.783,0.742,0.783,0.742,0,83.64
3.83,0,0,0.295,0.254,0.295,0.254,0,83.562
3.83,0,0.12,0.354,0.313,0.354,0.313,0,83.562
3.83,0,0.25,0.414,0.373,0.414,0.373,0,83.562
3.83,0,0.37,0.474,0.433,0.474,0.433,0,83.562
3.83,0,0.49,0.534,0.493,0.534,0.493,0,83.562
3.83,0,0.61,0.594,0.553,0.594,0.553,0,83.562
3.83,0,0.74,0.653,0.612,0.653,0.612,0,83.562
3.83,0,0.86,0.713,0.672,0.713,0.672,0,83.562
3.83,0,1,0.783,0.742,0.783,0.742,0,83.562
3.84,0,0,0.294,0.253,0.294,0.253,0,83.484
3.84,0,0.12,0.354,0.313,0.354,0.313,0,83.484
3.84,0,0.25,0.414,0.373,0.414,0.373,0,83.484
3.84,0,0.37,0.473,0.433,0.473,0.433,0,83.484
3.84,0,0.49,0.533,0.492,0.533,0.492,0,83.484
3.84,0,0.61,0.593,0.552,0.593,0.552,0,83.484
3.84,0,0.74,0.653,0.612,0.653,0.612,0,83.484
3.84,0,0.86,0.713,0.672,0.713,0.672,0,83.484
3.84,0,1,0.782,0.741,0.782,0.741,0,83.484
3.85,0,0,0.293,0.253,0.293,0.253,0,83.406
3.85,0,0.12,0.353,0.313,0.353,0.313,0,83.406
